key,zh,en,ja,es,ru,fr,de,tr,ko,pl,pt,da,nl,it,uk,bg,hi,ar
iron_wrench_info,一种耐久度很高的扳手,steel wrench,耐久レンチ,una llave duradera,прочный ключ,une clé durable,ein haltbarer Schraubenschlüssel,dayanıklı bir anahtar,튼튼한 렌치,wytrzymały klucz,uma chave durável,en holdbar skruenøgle,een duurzame sleutel,una chiave robusta,міцний ключ,устойчив гаечен ключ,एक टिकाऊ रिंच,وجع دائم
steel_wrench,钢扳手,The strongest wrench,スチールレンチ,Llave de acero,Стальной гаечный ключ,Clé en acier,Stahlschlüssel,Çelik anahtarı,스틸 렌치,Klucz stalowy,Chave de aço,Stålnøgle,Stalen moersleutel,Chiave d'acciaio,Стальний ключ,Стоманен гаечен ключ,स्टील रिंच,وجع الصلب
steel_wrench_info,最强的扳手,#,最も強いレンチ,Llave más fuerte,Самый сильный ключ,Clé la plus forte,Stärkster Schraubenschlüssel,En güçlü anahtarı,가장 강한 렌치,Najsilniejszy klucz,Chave mais forte,Stærkeste skiftenøgle,Sterkste sleutel,Chiave più forte,Найсильніший гайковий ключ,Най-силен гаечен ключ,सबसे मजबूत रिंच,أقوى وجع
#,#,light,＃,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
light,光,torch,ライト,Luz,свет,Lumière,Licht,ışık,빛,Światło,Light,Lys,licht,luce,Світло,светлина,प्रकाश,ضوء
torch,火把,Bring light,トーチ,Antorcha,факел,Torche,Fackel,meşale,토치,Pochodnia,Tocha,Torch,fakkel,torcia,Факел,факел,मशाल,شعلة
torch_info,带来光明,#,光をもたらす,Trae luz,Принесите свет,Apportez la lumière,Bring Licht mit,Işık getirmek,가져와,Przynieś światło,Trazer luz,Bringe lys,Breng licht,Porta luce,Принесіть світло,Донесете светлина,प्रकाश लाओ,جلب الضوء
#,#,food,＃,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
food,食物,apple,食べ物,Comida,питание,Nourriture,Essen,gıda,음식,Jedzenie,Alimento,mad,eten,cibo,Їжа,храна,भोजन,طعام
apple,苹果,Common fruit,アップル,Apple,яблоко,Apple,Apple,elma,애플,Apple,Maçã,æble,appel,mela,Яблуко,ябълка,सेब,تفاحة
apple_info,常见水果,wheat,一般的な果物,Fruta común,Общие фрукты,Fruit commun,Gemeinsame Frucht,Ortak meyve,일반적인 과일,Wspólne owoce,Fruta comum,Fælles frugt,Algemeen fruit,Frutto comune,Спільний фрукт,Чести плодове,सामान्य फल,الفاكهة المشتركة
wheat,小麦,Full of plants,小麦,Trigo,пшеница,Blé,Weizen,buğday,밀,Pszenica,Trigo,Hvede,tarwe,grano,Пшениця,пшеница,गेहूँ,قمح
wheat_info,填饱肚子的植物,flour,植物の腹を満たす,Llenar el vientre de la planta,Заполнение живота растения,Remplir le ventre de la plante,Den Bauch der Pflanze füllen,Bitkinin karnını doldurma,식물의 아랫배 채우기,Wypełnienie brzucha rośliny,Enchendo a barriga da planta,Fyldning af plantens mave,De buik van de plant vullen,Riempiendo il ventre della pianta,Заповнення живота рослини,Запълване на корема на растението,पौधे के पेट भरना,ملء بطن النبات
flour,面粉,After wheat is ground,小麦粉,Harina,мучной,Farine,Mehl,un,밀가루,Mąka,Farinha,mel,meel,farina,Борошно,брашно,आटा,طحين
flour_info,小麦被磨碎后,dough,小麦が粉砕された後,Después de que el trigo se molió,После измельчения пшеницы,Après le blé est moulu,Nachdem der Weizen gemahlen ist,Buğday yerdikten sonra,밀을 갈아서 후,Po zmieleniu pszenicy,Depois que o trigo é moído,Efter hveden er jorden,Nadat de tarwe is gemalen,Dopo che il grano è macinato,"Після того, як пшениця грунтована",След като пшеницата е смляна,गेहूं जमीन के बाद,بعد أن يطحن القمح
dough,面团,Flour and water,生地,Masa,тесто,Pâte,Teig,hamur,반죽,Ciasto,Massa,Dough,deeg,pasta,Тісто,тесто,लोई,عجين
dough_info,面粉加水,steamed bread,小麦粉と水,Harina y agua,Мука и вода,Farine et eau,Mehl und Wasser,Un ve su,밀가루와 물,Mąka i woda,Farinha e Água,Mel og vand,Meel en water,Farina e acqua,Борошно та вода,Брашно и вода,आटा और पानी,الطحين والماء
steamed_bread,馒头,A staple food,汕頭,Shantou,Паровой хлеб,Shantou,Shantou,Buharda ekmek,산 터우,Shantou,Shantou,dampet brød,gestoomd brood,pane cotto a vapore,Шаньтоу,Задушени хляб,उबले हुए रोटी,الخبز على البخار
steamed_bread_info,一种主食,bread,主食,un alimento básico,основной продукт питания,un aliment de base,ein Grundnahrungsmittel,temel gıda,주식,podstawowy pokarm,um alimento básico,en hæftemad,een hoofdvoedsel,un alimento base,основна їжа,основна храна,एक मुख्य भोजन,غذاء رئيسي
bread,面包,A staple food,パン,Pan,хлеб,Pain,Brot,ekmek,빵,Chleb,Pão,brød,brood,pane,Хліб,хляб,रोटी,خبز
bread_info,一种主食,paddy,主食,un alimento básico,основной продукт питания,un aliment de base,ein Grundnahrungsmittel,temel gıda,주식,podstawowy pokarm,um alimento básico,en hæftemad,een hoofdvoedsel,un alimento base,основна їжа,основна храна,एक मुख्य भोजन,غذاء رئيسي
paddy,水稻,Full of plants,ライス,Arroz,рисовый,Riz,Reis,pirinç,쌀,Ryż,Arroz,ris,rijst,riso,Рис,ориз,चावल,الأرز
paddy_info,填饱肚子的植物,rice(shell),植物の腹を満たす,Llenar el vientre de la planta,Заполнение живота растения,Remplir le ventre de la plante,Den Bauch der Pflanze füllen,Bitkinin karnını doldurma,식물의 아랫배 채우기,Wypełnienie brzucha rośliny,Enchendo a barriga da planta,Fyldning af plantens mave,De buik van de plant vullen,Riempiendo il ventre della pianta,Заповнення живота рослини,Запълване на корема на растението,पौधे के पेट भरना,ملء بطن النبات
rice_shell,带壳米饭,Rice stripped,殻付き米,Arroz sin cáscara,Облицованный рис,Riz décortiqué,Geschälter Reis,Kabuklu pilav,껍질을 벗긴 쌀,Ryż łuskany,Arroz sem casca,Shelled ris,Gepelde rijst,Riso sgusciato,Рис на луку,Олющен ориз,शेल चावल,الأرز المقشور
rice_shell_info,水稻剥下的,rice,ライスピーリング,Pelado de arroz,Рисовый пилинг,Peeling au riz,Reis peeling,Pirinç soyma,쌀 필링,Peeling ryżowy,Casca de arroz,Ris peeling,Rijst pellen,Peeling al riso,Рисовий пілінг,Райс пилинг,चावल छीलने,تقشير الأرز
rice,米饭,It is rice,ライス,Arroz,рисовый,Riz,Reis,pirinç,쌀,Ryż,Arroz,ris,rijst,riso,Рис,ориз,चावल,الأرز
rice_info,就是米饭,rice ball,米,Es arroz,Является рисом,Est le riz,Ist Reis,Pirinç mi,쌀이야.,Czy ryż,É arroz,Er ris,Is rijst,È il riso,Це рис,Има ориз,चावल है,هو الأرز
rice_ball,饭团,rice made into spherical,ライスボール,Bola de arroz,Рисовый шар,Balle de riz,Reisbällchen,Pirinç topu,밥알,Kulka ryżu,Bola de arroz,Risbold,Rijstbal,Palla di riso,Рисовий м'яч,Ориз с топка,चावल की गेंद,كرة الأرز
rice_ball_info,米饭做成球状,clam,ライスはボールになった,Arroz hecho una bola,Рис превратился в мяч,Riz transformé en boule,Reis zu einem Ball gemacht,Bir top haline getirilmiş pilav,쌀로 만든 공,Ryż w kulkę,Arroz feito em uma bola,Ris lavet til en bold,Rijst gemaakt tot een bal,Riso trasformato in una palla,Рис зроблений в м'яч,Райс се превърна в топка,चावल एक गेंद में बना दिया,جعل الأرز الكرة
clam,蛤蜊,It is best not to eat it raw,蛤,蛤蜊,моллюски,蛤蜊,蛤蜊,deniz tarağı,蛤,蛤蜊,蛤蜊,hjertemuslinger,Clams,molluschi,蛤蜊,миди,क्लैम,الرخويات
clam_info,最好不要生吃它,clam_ripe,それは生で食べないのが最善です,Lo mejor es no comerlo crudo,Лучше не есть его сырое,Il vaut mieux ne pas le manger cru,"Es ist am besten, es nicht roh zu essen",Ham olmak en iyisi değil,먹지 않는 것이 가장 좋습니다.,Najlepiej nie jeść go na surowo,É melhor não comê-lo cru,Det er bedst at ikke spise det rå,Het is het beste om het niet rauw te eten,È meglio non mangiarlo crudo,Краще не їсти його сирим,Най-добре е да не ядете сурово,कच्चे खाने के लिए यह सबसे अच्छा नहीं है,من الأفضل ألا تأكله نيئاً
clam_ripe,熟蛤蜊,Nutritious food,調理済み,Cocinado,Вареные мидии,Cuit,Gekocht,Pişmiş istiridye,요리 된,Gotowane,Cozinhado,kogte muslinger,gekookte mosselen,vongole cotte,Приготований,Варени миди,पकाया क्लैम,المحار المطبوخ
clam_ripe_info,营养丰富的食物,#,栄養価の高い食品,Comida nutritiva,Питательная пища,Nourriture nutritive,Nahrhaftes Essen,Besleyici gıda,영양가있는 음식,Pożywne jedzenie,Alimentos nutritivos,Nærende mad,Voedzaam eten,Cibo nutriente,Харчова їжа,Хранителна храна,पौष्टिक भोजन,الطعام المغذي
#,#,compound,＃,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
compound,compound,stove,化合物,Compuesto,соединение,Composé,Verbindung,bileşik,화합물,Związek,Composto,forbindelse,samenstelling,composto,Сполука,съединение,यौगिक,مركب
stove,炉子,blast furnace,ストーブ,Estufa,плита,Cuisinière,Herd,soba,스토브,Piec,Fogão,komfur,fornuis,fornello,Плита,печка,स्टोव,موقد
high_stove,高炉,multiple squares,高炉,Alto horno,Доменная печь,Haut fourneau,Hochofen,Yüksek fırın,용광로,Wielki piec,Alto forno,Højovne,Hoogoven,Altoforno,Доменна піч,Доменната пещ,विस्फोट भट्टी,فرن الانفجار
big_block,多方块,"Large stone furnaces can burn more things,
nand there is only one ordinary stone furnace outlet.",複数の四角,Cuadrados múltiples,Несколько квадратов,Carrés multiples,Mehrere Quadrate,Çoklu kareler,여러 개의 사각형,Wiele kwadratów,Vários quadrados,Flere kvadrater,Meerdere vierkanten,Piazze multiple,Кілька квадратів,Няколко квадрати,एकाधिक वर्ग,مربعات متعددة
big_stone_stove_info,"大型石炉可以烧制更多东西，
普通的石炉出口只有一个","Simple stone blast furnace,
with it can burn steel,
but a 20% chance will fail","大きな石ストーブはより多くのものを燃やすことができますが、
普通の石炉の出口は1つだけです","Las estufas de piedra grandes pueden quemar más cosas,
Solo hay una salida normal de horno de piedra","Большие каменные печи могут сжигать больше вещей,
Существует только один обычный выход из каменной печи","Les grands poêles en pierre peuvent brûler plus de choses,
Il n'y a qu'une sortie de four en pierre ordinaire","Große Steinöfen können mehr Dinge verbrennen,
Es gibt nur einen normalen Steinofenausgang","Büyük taş ocaklar daha fazla şey yakabilir,
Sadece bir sıradan taş fırın çıkışı var","대형 석재 스토브는 더 많은 것을 태울 수 있지만,
단 하나의 용광로 출구 만있다.","Duże kamienne piece mogą spalić więcej rzeczy,
Jest tylko jedno zwykłe wyjście z pieca kamiennego","Grandes fogões de pedra podem queimar mais coisas,
Há apenas uma saída de forno de pedra comum","Store stenovne kan brænde flere ting,
Der er kun en almindelig stenovn udgang","Grote stenen kachels kunnen meer dingen verbranden,
Er is slechts één gewone steenovenuitgang","Grandi stufe di pietra possono bruciare più cose,
Esiste solo un'uscita ordinaria per il forno a pietra","Великі кам'яні печі можуть спалити більше речей,
Є лише один звичайний кам'яний пічний виїзд","Големите каменни печки могат да горят повече неща,
Има само една обикновена изходна каменна пещ","बड़े पत्थर के स्टोव अधिक चीजें जला सकते हैं,
केवल एक साधारण पत्थर भट्ठी निकास है","المواقد الحجرية الكبيرة يمكنها حرق المزيد من الأشياء ،
يوجد مخرج واحد فقط من الفرن العادي"
high_stone_stove_info,"简易石头高炉，
有了它就可以烧制钢铁了，
不过有20%的几率会失败",#,"シンプルな石の溶鉱炉、
それで、鋼を焼くことができます。
しかし、失敗する確率は20％です。","Alto horno de piedra simple,
Con eso, puedes quemar acero.
Sin embargo, hay un 20% de posibilidades de que falle.","Простая каменная доменная печь,
С его помощью вы можете сжигать сталь.
Однако есть 20% вероятность того, что он потерпит неудачу.","Haut fourneau en pierre simple,
Avec cela, vous pouvez brûler de l'acier.
Cependant, il y a 20% de chances que cela échoue.","Einfacher Steinhochofen,
Mit ihm können Sie Stahl verbrennen.
Es besteht jedoch eine Wahrscheinlichkeit von 20%, dass dies fehlschlagen wird.","Basit taş yüksek fırın,
Bununla birlikte çelik yakabilirsiniz.
Bununla birlikte, başarısızlığa uğrama olasılığı% 20'dir.","간단한 돌 용광로,
그것으로 강철을 태울 수 있습니다.
그러나 실패 할 확률은 20 %입니다.","Prosty kamienny piec hutniczy,
Dzięki niej możesz spalić stal.
Istnieje jednak 20% szans na niepowodzenie.","Alto-forno de pedra simples,
Com isso, você pode queimar aço.
No entanto, há 20% de chance de falhar.","Simpel stenovne,
Med det kan du brænde stål.
Der er dog en 20% chance for, at det vil mislykkes.","Eenvoudige steen hoogoven,
Hiermee kunt u staal verbranden.
Er is echter een kans van 20% dat het zal mislukken.","Semplice altoforno di pietra,
Con esso, puoi bruciare l'acciaio.
Tuttavia, c'è una probabilità del 20% che fallirà.","Простий кам'яна доменна піч,
З ним можна спалити сталь.
Однак існує 20% шансів, що він буде невдалим.","Обикновена каменна доменна пещ,
С него можете да изгаряте стомана.
Въпреки това има шанс от 20% да се провали.","सरल पत्थर विस्फोट भट्टी,
इसके साथ, आप स्टील जला सकते हैं।
हालांकि, 20% मौका है कि यह असफल हो जाएगा।","فرن صخري بسيط ،
مع ذلك ، يمكنك حرق الفولاذ.
ومع ذلك ، هناك احتمال 20 ٪ أن تفشل."
#,#,It’s just the wall,＃,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
wall_str,就是墙壁而已,Computer desk with a mess of things,それはただの壁です,Es solo la pared,Это просто стена,C'est juste le mur,Es ist nur die Wand,Bu sadece duvar,그냥 벽이야.,To tylko ściana,É só a parede,Det er bare væggen,Het is gewoon de muur,È solo il muro,Це просто стіна,Това е само стената,यह सिर्फ दीवार है,إنه فقط الجدار
table_str,电脑桌，上面放满了乱七八糟的东西,I can't run without his computer.,物事の混乱を伴うコンピュータデスク,Escritorio de la computadora con un desastre de cosas,Компьютерный стол с беспорядком вещей,Bureau d'ordinateur avec un tas de choses,Computertisch mit einer Unordnung von Sachen,Şeylerin bilgisayar karışıklığı ile bilgisayar masası,사물의 엉망으로 컴퓨터 책상,Biurko komputerowe z bałaganem rzeczy,Mesa de computador com uma confusão de coisas,Computer skrivebord med et rod af ting,Computerbureau met een puinhoop van dingen,Scrivania del computer con un casino di cose,Комп'ютерний стіл із безладом речей,Компютърно бюро с бъркотия,चीजों की गड़बड़ी के साथ कंप्यूटर डेस्क,مكتب الكمبيوتر مع فوضى الأشياء
chaxiao_str,没有他电脑就没电了,The total source of the connection pin plate,彼のコンピュータがなければ、電気はありません。,"Sin su computadora, no hay electricidad.",Без его компьютера нет электричества.,"Sans son ordinateur, il n'y a pas d'électricité.",Ohne seinen Computer gibt es keinen Strom.,Bilgisayarı olmadan elektrik yok.,그의 컴퓨터가 없으면 전력이 없다.,Bez jego komputera nie ma prądu.,"Sem o seu computador, não há eletricidade.",Uden hans computer er der ingen elektricitet.,Zonder zijn computer is er geen elektriciteit.,"Senza il suo computer, non c'è elettricità.",Без його комп'ютера немає електрики.,Без неговия компютър няма електричество.,"अपने कंप्यूटर के बिना, कोई बिजली नहीं है।",بدون حاسوبه ، لا توجد كهرباء.
chaxiao1_str,连接插销板的总源头,It says small pixel,接続ピンプレートの全源,La fuente total de la placa de contacto,Общий источник соединительной контактной пластины,La source totale de la plaque de broche de connexion,Die Gesamtquelle der Verbindungsstiftplatte,Bağlantı pini plakasının toplam kaynağı,연결 핀 플레이트의 전체 소스,Całkowite źródło płytki stykowej złącza,A fonte total da placa do pino de conexão,Den samlede kilde til forbindelsesstiftet,De totale bron van de verbindingspinnenplaat,La fonte totale della piastra dei pin di connessione,Сумарне джерело підключення контактної пластини,Общият източник на свързващата планка,कनेक्शन पिन प्लेट का कुल स्रोत,المصدر الكلي للوحة دبوس الاتصال
computer_str,上面写着small pixel,Computer host,小さいピクセル,Pequeño pixel,Маленький пиксель,Petit pixel,Kleines Pixel,Küçük piksel,작은 픽셀,Mały piksel,Pixel pequeno,Lille pixel,Kleine pixel,Piccolo pixel,Малий піксель,Малък пиксел,छोटा पिक्सेल,بكسل صغير
host_str,电脑主机,There are 3 towels on it,コンピュータホスト,Computadora host,Компьютерный хост,Hôte informatique,Computer-Host,Bilgisayar konakçısı,컴퓨터 호스트,Host komputera,Host do computador,Computer vært,Computer host,Computer host,Комп'ютерний хост,Хост компютър,कंप्यूटर होस्ट,مضيف الكمبيوتر
towel_str,上面放着3条毛巾,Shower,そこに3つのタオルがあります,Hay 3 toallas en ella,На нем 3 полотенца,Il y a 3 serviettes dessus,Es gibt 3 Handtücher,Üzerinde 3 adet havlu var.,거기에 3 수건이 있습니다.,Dostępne są 3 ręczniki,Existem 3 toalhas,Der er 3 håndklæder på den,Er zijn 3 handdoeken op,Ci sono 3 asciugamani su di esso,На ньому є 3 рушники,На него има 3 кърпи,इस पर 3 तौलिए हैं,هناك 3 المناشف على ذلك
water_tap_str,花洒,Toilet wall,シャワー,Ducha,ливни,Douche,Dusche,Sağanak,샤워,Prysznic,Chuveiro,Byger,douches,docce,Душ,Душове,वर्षा,الاستحمام
water_tap_wall_str,厕所墙壁,a large carpet with dandruff on it,トイレ壁,Pared de aseo,Туалетная стена,Mur de toilette,Toilettenwand,Tuvalet duvar,화장실 벽,Ściana toaletowa,Parede do banheiro,Toilet væg,Wc muur,Parete del bagno,Туалетна стіна,Тоалетна стена,शौचालय की दीवार,جدار المرحاض
carpet_str,一个大号地毯，上面似乎有头皮屑,Sleeping place,それにふけを持つ大きなカーペット,una gran alfombra con caspa,большой ковер с перхотью на нем,un grand tapis avec des pellicules dessus,ein großer Teppich mit Schuppen darauf,üzerinde kepek ile büyük bir halı,비듬이 붙은 커다란 카펫,duży dywan z łupieżem,um grande tapete com caspa nele,et stort tæppe med skæl på den,een groot tapijt met roos erop,un grande tappeto con forfora su di esso,великий килим з лупою на ньому,голям килим с пърхот върху него,उस पर डंड्रफ के साथ एक बड़ी कालीन,سجادة كبيرة مع قشرة الرأس عليها
bad_str,睡觉的地方,Wood bench,眠る場所,Lugar para dormir,Спальное место,Endroit de repos,Schlafplatz,Uyuyan yer,잠자는 숲,Miejsce do spania,Lugar de dormir,Soveplads,Slaapplaats,Posto letto,Спальне місце,Спално място,सोने की जगह,مكان النوم
chair_str,木头板凳，坐久了腰会酸,Is this a kitchen?,長い間座っている木製のベンチは酸っぱくなるでしょう,"Banco de madera, sentado durante mucho tiempo será amargo","Деревянная скамья, сидящая долгое время, будет кислым","Banc de bois, assis pendant une longue période sera aigre","Holzbank, sitzt für eine lange Zeit wird sauer sein",Uzun süre oturacak odun tezgahı ekşi olacak,오랜 시간 앉아있는 나무 벤치는 신맛이납니다.,"Drewniana ławka, siedząca przez długi czas będzie kwaśna","Banco de madeira, sentado por um longo tempo será azedo","Træbænk, der sidder i lang tid, vil være sur","Houten bank, lange tijd zitten zal zuur zijn","La panca di legno, seduta a lungo, sarà acida","Дерев'яна лавка, сидіти довго буде кислим","Дървени пейка, заседание за дълго време ще бъде кисело",लंबे समय तक बैठे लकड़ी की बेंच खट्टा हो जाएगा,مقعد الخشب ، يجلس لفترة طويلة سوف تكون حامضة
kitchen_item_str,这个难道厨房么？,Kitchen wall,これはキッチンですか？,¿Esto es una cocina?,Это кухня?,Est-ce une cuisine?,Ist das eine Küche?,Bu bir mutfak mı?,이게 부엌인가요?,Czy to jest kuchnia?,Isto é uma cozinha?,Er dette et køkken?,Is dit een keuken?,Questa è una cucina?,Це кухня?,Това е кухня?,क्या यह एक रसोईघर है?,هل هذا مطبخ؟
kitchen_wall_str,厨房的墙壁,Iron cabinet,キッチンの壁,Pared de cocina,Кухонная стена,Mur de cuisine,Küchenwand,Mutfak duvar,주방 벽,Ściana kuchenna,Parede da cozinha,Køkkenvæg,Keuken muur,Muro della cucina,Кухонна стіна,Кухненски стени,रसोई की दीवार,جدار المطبخ
cabinet_str,铁柜子，不知道里面装着什么,Dumbbells,鉄のキャビネット、私は何が入っているのか分からない。,"Armario de hierro, no sé qué hay dentro.","Железный кабинет, я не знаю, что внутри.","Cabinet de fer, je ne sais pas ce qu'il y a dedans.","Eisenschrank, ich weiß nicht, was drin ist.",Demir dolabın içinde ne olduğunu bilmiyorum.,"철제 캐비닛, 나는 무엇이 안에 있는지 모른다.","Żelazna szafka, nie wiem, co jest w środku.","Armário de ferro, eu não sei o que tem dentro.","Jernskabinet, jeg ved ikke, hvad der er indeni.","IJzeren kast, ik weet niet wat erin zit.","Armadietto di ferro, non so cosa c'è dentro.","Залізний кабінет, я не знаю, що всередині.","Железен шкаф, не знам какво има вътре.","आयरन कैबिनेट, मुझे नहीं पता कि अंदर क्या है।",مجلس الوزراء الحديد ، لا أعرف ما هو في الداخل.
dumbbell_str,哑铃，太重了，举不起来,Unknown thing,重すぎるダンベルは持ち上げることができません,"Las mancuernas, demasiado pesadas, no pueden levantar","Гантели, слишком тяжелые, не могут поднимать","Les haltères, trop lourds, ne peuvent pas lever","Hanteln, zu schwer, können nicht heben","Halter çok ağır, kaldıramaz",무거운 아령은 들어 올릴 수 없습니다.,"Hantle, zbyt ciężkie, nie mogą się podnieść","Halteres, muito pesados, não podem levantar","Håndvægte, for tung, kan ikke løfte","Halters, te zwaar, kunnen niet optillen","I manubri, troppo pesanti, non possono sollevarsi","Гантелі, занадто важкі, не піднімаються","Дъмбели, твърде тежки, не могат да се вдигнат","डंबेल, बहुत भारी, उठा नहीं सकते हैं",الدمبل ، ثقيل جدا ، لا يمكن رفعه
unknown_str,未知的东西,Open door,不明なもの,Cosa desconocida,Неизвестная вещь,Chose inconnue,Unbekannte Sache,Bilinmeyen bir şey,알 수없는 것,Nieznana rzecz,Coisa desconhecida,Ukendt ting,Onbekend ding,Cosa sconosciuta,Невідома річ,Незнайно нещо,अज्ञात बात,شيء غير معروف
door_str,打开的门,Drainage channel,オープンドア,Puerta abierta,Открытая дверь,Porte ouverte,Tür öffnen,Açık kapı,문 열림,Otwórz drzwi,Porta aberta,Åben dør,Open de deur,Porta aperta,Відкриті двері,Отвори вратата,खुला दरवाजा,افتح الباب
drainage_str,排水道,Bathroom wall,排水路,Canal de drenaje,Дренажный канал,Canal de drainage,Entwässerungskanal,Drenaj kanalı,배수 채널,Kanał odwadniający,Canal de drenagem,Drænkanal,Drainage kanaal,Canale di drenaggio,Дренажний канал,Канализационен канал,ड्रेनेज चैनल,قناة الصرف
bathroom_wall_str,卫生间的墙壁,Bathroom wall,バスルームの壁,Pared del baño,Стены для ванной,Mur de salle,Badezimmerwand,Banyo duvar,욕실 벽,Ściana łazienki,Parede do banheiro,Badeværelsesvæg,Badkamer muur,Muro del bagno,Ванна стінка,Баня стена,बाथरूम की दीवार,جدار الحمام
